"U_year","sex","agegp","L_age","U_age","pop","U_yearBorn","initialPop","cumDeaths","remainingPop","PercentLiving"
2005,"2","45-49",45,49,344785.96,1960,331200,16331,314869,95.0691425120773
2005,"2","50-54",50,54,339400.92,1955,336200,19019,317181,94.3429506246282
2005,"2","55-59",55,59,334885.8,1950,348360,25699,322661,92.6228614077391
2005,"2","60-64",60,64,267857,1945,289040,39667,249373,86.2762939385552
2005,"2","65-69",65,69,243168.84,1940,277600,51365,226235,81.496757925072
2005,"2","70-74",70,74,223799.96,1935,288612,70783,217829,75.4746857372528
2005,"2","75-79",75,79,198397.16,1930,317400,109284,208116,65.5689981096408
2005,"2","80+",80,84,304762,1925,350800,173585,177215,50.5173888255416
2010,"1","00-04",0,4,337640.24,2010,337640,0,337640,100
2010,"1","05-09",5,9,317564.04,2005,312712,2136,310576,99.3169433856072
2010,"1","10-14",10,14,341414.88,2000,330844,2317,328527,99.2996699350751
2010,"1","15-19",15,19,360314.36,1995,348272,2899,345373,99.1676046308632
2010,"1","20-24",20,24,365028,1990,335084,4283,330801,98.7218130379248
2010,"1","25-29",25,29,368720.36,1985,316864,6755,310109,97.8681705716017
2010,"1","30-34",30,34,356320.28,1980,310128,8580,301548,97.2334004024145
2010,"1","35-39",35,39,395305.92,1975,380828,11583,369245,96.9584694402722
2010,"1","40-44",40,44,412019.64,1970,419656,18288,401368,95.6421449949482
2010,"1","45-49",45,49,383253.2,1965,398748,25363,373385,93.6393411377612
2010,"1","50-54",50,54,335029.08,1960,348840,31396,317444,90.9998853342507
2010,"1","55-59",55,59,323644.72,1955,352920,36581,316339,89.6347614190185
2010,"1","60-64",60,64,312704.72,1950,366160,50064,316096,86.327288616998
2010,"1","65-69",65,69,238285.6,1945,301680,75322,226358,75.0324847520552
2010,"1","70-74",70,74,200032,1940,288268,97340,190928,66.2328111340836
2010,"1","75-79",75,79,155596.04,1935,296504,134161,162343,54.7523810808623
2010,"1","80+",80,84,177573.16,1930,324760,195069,129691,39.9344131050622
2010,"2","00-04",0,4,321959.24,2010,321959,0,321959,100
2010,"2","05-09",5,9,303027.08,2005,297907,1705,296202,99.4276737371059
2010,"2","10-14",10,14,325174,2000,314556,1804,312752,99.4264932158344
2010,"2","15-19",15,19,346260.24,1995,333020,2213,330807,99.335475346826
2010,"2","20-24",20,24,364076.68,1990,319936,2974,316962,99.0704390878176
2010,"2","25-29",25,29,370736.84,1985,301420,4239,297181,98.5936566916595
2010,"2","30-34",30,34,356882.32,1980,293792,5163,288629,98.2426342446357
2010,"2","35-39",35,39,399951.6,1975,360904,6793,354111,98.1177820140536
2010,"2","40-44",40,44,418912.2,1970,403436,10652,392784,97.3596803458293
2010,"2","45-49",45,49,389253.2,1965,379300,15331,363969,95.9580806749275
2010,"2","50-54",50,54,339965.32,1960,331200,19694,311506,94.0537439613527
2010,"2","55-59",55,59,331712.68,1955,336200,23780,312420,92.9268292682927
2010,"2","60-64",60,64,323810.8,1950,348360,32864,315496,90.5660810655644
2010,"2","65-69",65,69,254166.28,1945,289040,50417,238623,82.5570855244949
2010,"2","70-74",70,74,224554.76,1940,277600,64847,212753,76.6401296829971
2010,"2","75-79",75,79,195497.48,1935,288612,90847,197765,68.5227918451069
2010,"2","80+",80,84,317918.72,1930,317400,140361,177039,55.7778827977316
2015,"1","00-04",0,4,366567.64,2015,366568,0,366568,100
2015,"1","05-09",5,9,343029.36,2010,337640,1909,335731,99.4346049046322
2015,"1","10-14",10,14,325002,2005,312712,2290,310422,99.2676967944946
2015,"1","15-19",15,19,354380.28,2000,330844,2484,328360,99.2491929731233
2015,"1","20-24",20,24,388086,1995,348272,3444,344828,99.0111177470483
2015,"1","25-29",25,29,388846.44,1990,335084,5226,329858,98.4403910661207
2015,"1","30-34",30,34,381824,1985,316864,7913,308951,97.502714098162
2015,"1","35-39",35,39,359824.76,1980,310128,10075,300053,96.7513413816231
2015,"1","40-44",40,44,393611.36,1975,380828,13649,367179,96.4159673133278
2015,"1","45-49",45,49,407903.96,1970,419656,21647,398009,94.8417275101512
2015,"1","50-54",50,54,379269.2,1965,398748,30405,368343,92.374883384995
2015,"1","55-59",55,59,327997.96,1960,348840,38394,310446,88.9938080495356
2015,"1","60-64",60,64,311558.64,1955,352920,46274,306646,86.888246628131
2015,"1","65-69",65,69,295432.96,1950,366160,64883,301277,82.2801507537689
2015,"1","70-74",70,74,215869.04,1945,301680,96693,204987,67.9484884645982
2015,"1","75-79",75,79,169875,1940,288268,123709,164559,57.0854205114685
2015,"1","80+",80,84,206104.4,1935,296504,168711,127793,43.0999244529585
2015,"2","00-04",0,4,349134.24,2015,349134,0,349134,100
2015,"2","05-09",5,9,327034.16,2010,321959,1448,320511,99.5502532931212
2015,"2","10-14",10,14,309808.96,2005,297907,1826,296081,99.3870570345779
2015,"2","15-19",15,19,336386.6,2000,314556,1931,312625,99.3861188468826
2015,"2","20-24",20,24,375863.76,1995,333020,2482,330538,99.2546994174524
2015,"2","25-29",25,29,388202.16,1990,319936,3372,316564,98.9460392078416
2015,"2","30-34",30,34,384258.48,1985,301420,4789,296631,98.4111870479729
2015,"2","35-39",35,39,361835.8,1980,293792,5988,287804,97.9618233307919
2015,"2","40-44",40,44,401208.8,1975,360904,7994,352910,97.7850065391351
2015,"2","45-49",45,49,417699.04,1970,403436,12742,390694,96.8416303949077
2015,"2","50-54",50,54,386628.6,1965,379300,18658,360642,95.0809385710519
2015,"2","55-59",55,59,335672,1960,331200,24529,306671,92.5939009661836
2015,"2","60-64",60,64,324284.36,1955,336200,30369,305831,90.9669839381321
2015,"2","65-69",65,69,312052.48,1950,348360,42885,305475,87.6894591801585
2015,"2","70-74",70,74,238395.24,1945,289040,65206,223834,77.440492665375
2015,"2","75-79",75,79,201199.68,1940,277600,84032,193568,69.7291066282421
2015,"2","80+",80,84,334393.4,1935,288612,119015,169597,58.762975898438
